Request_timestamp_start,Request_timestamp_end,Response_timestamp_start,Response_timestamp_end,Bytes_received,Request_Path,Host
1620046145.8770938,1620046145.882331,1620046145.9366283,1620046145.982135,0,/chrome-variations/seed?osname=android&milestone=89&channel=stable,clientservices.googleapis.com
1620046146.717647,1620046146.7266135,1620046146.8141968,1620046146.8259826,0,/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,accounts.google.com
1620046147.6603312,1620046147.6842396,1620046147.7997217,1620046147.803152,2790,/wireless/mw5/r1/images/bookmark-icons/espn_icon-152x152.min.png,a.espncdn.com
1620046147.7055314,1620046147.818026,1620046147.8522635,1620046147.8559153,506,/chrome/ntp/suggested_sites_IT_5.json,www.gstatic.com
1620046147.973931,1620046148.0837653,1620046148.1491084,1620046148.1585705,6787,/rsrc.php/v3/ya/r/O2aKM2iSbOw.png,static.xx.fbcdn.net
1620046147.9958293,1620046148.1536407,1620046148.2181854,1620046148.2382927,1313,/static/apple-touch/wikipedia.png,en.m.wikipedia.org
1620046148.051178,1620046148.1623538,1620046148.2162888,1620046148.2575357,5992,/dh/ap/default/130909/y_200_a.png,s.yimg.com
1620046148.0600522,1620046148.186087,1620046148.2393503,1620046148.259517,6775,/pictures/aw/pics/mobile/images/apple-touch-icon.png,ir.ebaystatic.com
1620046148.0668776,1620046148.211581,1620046148.2616444,1620046148.3166027,2734,/images/G/01/anywhere/a_smile_196x196._CB368246573_.png,images-na.ssl-images-amazon.com
1620046148.0521839,1620046148.180839,1620046148.2360923,1620046148.3646915,98079,/yts/mobile/img/apple-touch-icon-144x144-precomposed-vflopw1IA.png,m.youtube.com
1620046148.0902998,1620046148.2336133,1620046148.301501,1620046148.441543,34719,/static/images/ico/favicon-192.png/b407fa101800.png,www.instagram.com
1620046148.3341563,1620046148.4600775,1620046148.5896683,1620046148.598907,23,/async/ddljson?async=ntp:1,www.google.com
1620046148.0929303,1620046148.2385213,1620046148.550903,1620046148.612025,23,/httpservice/retry/TrellisClankService/FeedQuery?reqpld=CAHCPlEKNwgBEgwIBhAAIAEoATAEOBcYAyIPCFkQABilIiBpKAEwBDgXKgVlbi1HQjILDQAAQEAQuAgY8A0SAggBIAEgEyAFIAkgCiARIBQgGyAcICs%3D&fmt=bin&hl=en-GB&key=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,www.google.com
1620046148.4855068,1620046148.5913258,1620046148.6582172,1620046148.6633644,2734,/images/G/29/anywhere/a_smile_196x196._CB368246716_.png,images-eu.ssl-images-amazon.com
1620046148.648312,1620046148.695272,1620046148.7310338,1620046148.734588,0,/v=7.8.3-34.20171222.171019/apps/themes/default/favicon.ico,mail.libero.it
1620046148.65027,1620046148.7547278,1620046148.8185372,1620046148.8249376,1313,/static/apple-touch/wikipedia.png,it.m.wikipedia.org
1620046148.6080716,1620046148.7277975,1620046148.8057451,1620046148.8268695,7026,/images/layout/favicon/android-icon-192x192.png,www.3bmeteo.com
1620046148.6874816,1620046148.7916286,1620046148.848588,1620046148.8784056,33772,/img/icon-256.png,www.ilmeteo.it
1620046148.9913979,1620046149.0298345,1620046149.0650413,1620046149.0681915,3709,/appsuite/,mail1.libero.it
1620046149.003985,1620046149.0150666,1620046149.1912167,1620046149.1976156,72,/v1:GeneratePageBundle?key=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,offlinepages-pa.googleapis.com
1620046152.4348645,1620046152.4378645,1620046152.441432,1620046152.4443605,0,/subjects/lvl2/reagent,192.168.1.57
1620046152.5143979,1620046152.5176117,1620046152.525219,1620046152.533865,1711,/subjects/lvl2/reagent/,192.168.1.57
1620046152.8396137,1620046152.8633194,1620046152.8682303,1620046152.8807833,5192,/node_modules/perfume.js/dist/perfume.umd.min.js,192.168.1.57
1620046152.854652,1620046152.8631468,1620046152.8785465,1620046152.8880913,2367,/subjects/lvl2/reagent/node_modules/todomvc-common/base.js,192.168.1.57
1620046152.8744645,1620046152.9057362,1620046152.9215813,1620046152.9292018,26,/subjects/lvl2/reagent/lacuna_cache/exported_9y2q6e.js,192.168.1.57
