Request_timestamp_start,Request_timestamp_end,Response_timestamp_start,Response_timestamp_end,Bytes_received,Request_Path,Host
1619990992.6607263,1619990992.6677432,1619990992.7265604,1619990992.7756615,0,/chrome-variations/seed?osname=android&milestone=89&channel=stable,clientservices.googleapis.com
1619990993.7339664,1619990993.7440648,1619990993.8122776,1619990993.926777,0,/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,accounts.google.com
1619990997.9202228,1619990997.9229143,1619990998.0372593,1619990998.0430243,2790,/wireless/mw5/r1/images/bookmark-icons/espn_icon-152x152.min.png,a.espncdn.com
1619990998.0156374,1619990998.1195846,1619990998.1769629,1619990998.1871421,506,/chrome/ntp/suggested_sites_IT_5.json,www.gstatic.com
1619990998.0557628,1619990998.174809,1619990998.218772,1619990998.227807,6787,/rsrc.php/v3/ya/r/O2aKM2iSbOw.png,static.xx.fbcdn.net
1619990998.071277,1619990998.1754358,1619990998.220193,1619990998.3254538,2734,/images/G/01/anywhere/a_smile_196x196._CB368246573_.png,images-na.ssl-images-amazon.com
1619990998.12012,1619990998.2321236,1619990998.2681098,1619990998.3717282,98079,/yts/mobile/img/apple-touch-icon-144x144-precomposed-vflopw1IA.png,m.youtube.com
1619990998.1335473,1619990998.238629,1619990998.3369024,1619990998.452242,98079,/GetCheckConnectionInfo?source=ChromiumBrowser,accounts.google.com
1619990998.3728213,1619990998.4940329,1619990998.6693163,1619990998.672491,5992,/dh/ap/default/130909/y_200_a.png,s.yimg.com
1619990998.3068638,1619990998.4106455,1619990998.6751933,1619990998.6874437,1313,/static/apple-touch/wikipedia.png,en.m.wikipedia.org
1619990998.4228563,1619990998.542724,1619990998.6782606,1619990998.771976,34719,/static/images/ico/favicon-192.png/b407fa101800.png,www.instagram.com
1619990998.436541,1619990998.5428252,1619990998.6980045,1619990998.8124816,6775,/pictures/aw/pics/mobile/images/apple-touch-icon.png,ir.ebaystatic.com
1619990999.1268146,1619990999.2366023,1619990999.3546555,1619990999.3683898,6775,/complete/search?client=chrome&gs_ri=chrome-mobile-ext-ansg&xssi=t&q=&oit=0&oft=1&pgcl=1&gs_rn=42&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,www.google.com
1619990999.130652,1619990999.2368433,1619990999.3424623,1619990999.4484088,23,/async/ddljson?async=ntp:1,www.google.com
1619990999.461243,1619990999.4672208,1619990999.494793,1619990999.4976692,0,/v=7.8.3-34.20171222.171019/apps/themes/default/favicon.ico,mail.libero.it
1619990999.3512912,1619990999.4818575,1619990999.543075,1619990999.547743,1313,/static/apple-touch/wikipedia.png,it.m.wikipedia.org
1619990999.4055915,1619990999.5148523,1619990999.5590959,1619990999.5771139,2734,/images/G/29/anywhere/a_smile_196x196._CB368246716_.png,images-eu.ssl-images-amazon.com
1619990999.4119422,1619990999.5351088,1619990999.5868764,1619990999.6083162,33772,/img/icon-256.png,www.ilmeteo.it
1619990999.3950467,1619990999.5322237,1619990999.6108937,1619990999.6404433,7026,/images/layout/favicon/android-icon-192x192.png,www.3bmeteo.com
1619990999.607943,1619990999.7257907,1619990999.8236248,1619990999.8313835,7026,/complete/search?client=chrome&gs_ri=chrome-mobile-ext-ansg&xssi=t&q=&oit=0&oft=1&pgcl=1&gs_rn=42&sugkey=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,www.google.com
1619990999.6707447,1619990999.7939038,1619990999.8587763,1619990999.8917885,7026,/accounts/CheckConnection?chromeCheckConnection=1&v=-1011057508,accounts.youtube.com
1619990999.6908958,1619990999.799995,1619990999.8733664,1619990999.8899255,232,/oauth2/v1/userinfo,www.googleapis.com
1619990999.668994,1619990999.7899885,1619990999.8803344,1619990999.8942628,232,/CheckConnection?chromeCheckConnection=1&v=-772470323,accounts.doubleclick.net
1619991000.1956182,1619991000.2108243,1619991000.215579,1619991000.2181878,0,/subjects/lvl0/jquery,192.168.1.57
1619991000.1649525,1619991000.179946,1619991000.2129874,1619991000.2248023,3709,/appsuite/,mail1.libero.it
1619990999.6090775,1619990999.640145,1619991000.317628,1619991000.323319,3709,/chrome-sync/command/?client=Google+Chrome&client_id=GVlSR9O%2BPYwxZjZfcatMSg%3D%3D,clients4.google.com
1619991000.3212097,1619991000.3430204,1619991000.3479056,1619991000.3503425,3341,/subjects/lvl0/jquery/,192.168.1.57
1619991000.4824305,1619991000.589064,1619991000.6388123,1619991000.7416341,4366,/a/AATXAJxDmtH0ad9gJafsuc6DQoCSSc5nvGAKuCeFb6uy=s256-c-ns,lh3.googleusercontent.com
1619991000.526718,1619991000.5338633,1619991000.6871097,1619991000.7952592,4366,/chrome-sync/command/?client=Google+Chrome&client_id=GVlSR9O%2BPYwxZjZfcatMSg%3D%3D,clients4.google.com
1619991001.1531985,1619991001.1713052,1619991001.2036629,1619991001.2640264,1818,/subjects/lvl0/jquery/node_modules/todomvc-common/base.css,192.168.1.57
1619991001.1498506,1619991001.1732814,1619991001.19336,1619991001.2678664,5192,/node_modules/perfume.js/dist/perfume.umd.min.js,192.168.1.57
1619991001.197724,1619991001.2644782,1619991001.2750895,1619991001.278157,35,/subjects/lvl0/jquery/css/app.css,192.168.1.57
1619991001.198745,1619991001.2602963,1619991001.277173,1619991001.2890744,6936,/subjects/lvl0/jquery/node_modules/todomvc-app-css/index.css,192.168.1.57
1619991001.2049794,1619991001.2607558,1619991001.2783551,1619991001.3819206,7091,/subjects/lvl0/jquery/node_modules/todomvc-common/base.js,192.168.1.57
1619991001.2083962,1619991001.2648816,1619991001.2813437,1619991001.3874733,247387,/subjects/lvl0/jquery/node_modules/jquery/dist/jquery.js,192.168.1.57
1619991001.3522925,1619991001.3817475,1619991001.3904073,1619991001.4013727,4910,/subjects/lvl0/jquery/js/app.js,192.168.1.57
1619991001.3525844,1619991001.3793802,1619991001.3899379,1619991001.4037268,20336,/subjects/lvl0/jquery/node_modules/director/build/director.js,192.168.1.57
1619991001.352979,1619991001.379764,1619991001.3900146,1619991001.4077353,100900,/subjects/lvl0/jquery/node_modules/handlebars/dist/handlebars.js,192.168.1.57
1619991002.263833,1619991002.2738912,1619991002.278417,1619991002.2804787,0,/subjects/lvl0/jquery/learn.json,192.168.1.57
1619991001.1956477,1619991001.2044933,1619991002.3539615,1619991002.5230765,0,/chrome-sync/command/?client=Google+Chrome&client_id=GVlSR9O%2BPYwxZjZfcatMSg%3D%3D,clients4.google.com
1619991003.0631459,1619991003.0679865,1619991003.0727262,1619991003.076633,0,/favicon.ico,192.168.1.57
1619991002.8422158,1619991002.8523843,1619991003.2027795,1619991003.2384632,0,/chrome-sync/command/?client=Google+Chrome&client_id=GVlSR9O%2BPYwxZjZfcatMSg%3D%3D,clients4.google.com
1619991003.2066813,1619991003.3192909,1619991003.4572816,1619991003.460741,36,/v1/pages/ChRDaHJvbWUvODkuMC40Mzg5LjEwNRIQCXtl9eRjL8iyEgUNkWGVTg==?alt=proto,content-autofill.googleapis.com
1619991003.4895504,1619991003.4915924,1619991003.5920265,1619991003.5937605,0,/generate_204,connectivitycheck.gstatic.com
1619991003.3182387,1619991003.3464186,1619991003.5503104,1619991003.6579142,0,/chrome-sync/command/?client=Google+Chrome&client_id=GVlSR9O%2BPYwxZjZfcatMSg%3D%3D,clients4.google.com
1619991003.6065733,1619991003.6091535,1619991003.9290192,1619991003.9333925,0,/generate_204,connectivitycheck.gstatic.com
1619991004.2376583,1619991004.2484918,1619991004.5411897,1619991004.5497992,0,/chrome-sync/command/?client=Google+Chrome&client_id=GVlSR9O%2BPYwxZjZfcatMSg%3D%3D,clients4.google.com
1619991004.6532311,1619991004.6597679,1619991004.848968,1619991004.862095,0,/chrome-sync/command/?client=Google+Chrome&client_id=GVlSR9O%2BPYwxZjZfcatMSg%3D%3D,clients4.google.com
1619991004.9262927,1619991004.9429584,1619991005.1173925,1619991005.1252346,0,/chrome-sync/command/?client=Google+Chrome&client_id=GVlSR9O%2BPYwxZjZfcatMSg%3D%3D,clients4.google.com
1619991005.315868,1619991005.3272324,1619991005.5375123,1619991005.5482335,0,/chrome-sync/command/?client=Google+Chrome&client_id=GVlSR9O%2BPYwxZjZfcatMSg%3D%3D,clients4.google.com
1619991005.7166958,1619991005.726308,1619991005.9260004,1619991005.934238,0,/chrome-sync/command/?client=Google+Chrome&client_id=GVlSR9O%2BPYwxZjZfcatMSg%3D%3D,clients4.google.com
1619991006.0027246,1619991006.0092263,1619991006.2070131,1619991006.2158065,0,/chrome-sync/command/?client=Google+Chrome&client_id=GVlSR9O%2BPYwxZjZfcatMSg%3D%3D,clients4.google.com
