Request_timestamp_start,Request_timestamp_end,Response_timestamp_start,Response_timestamp_end,Bytes_received,Request_Path,Host
1620500755.6156938,1620500755.621258,1620500755.677663,1620500755.7183542,0,/chrome-variations/seed?osname=android&milestone=89&channel=stable,clientservices.googleapis.com
1620500756.386614,1620500756.3931215,1620500756.4741127,1620500756.4861753,0,/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,accounts.google.com
1620500757.3353558,1620500757.3753483,1620500757.4907324,1620500757.5078828,2790,/wireless/mw5/r1/images/bookmark-icons/espn_icon-152x152.min.png,a.espncdn.com
1620500757.387378,1620500757.491636,1620500757.5260887,1620500757.5300243,506,/chrome/ntp/suggested_sites_IT_5.json,www.gstatic.com
1620500757.6860392,1620500757.806702,1620500757.8563607,1620500757.875374,6787,/rsrc.php/v3/ya/r/O2aKM2iSbOw.png,static.xx.fbcdn.net
1620500757.720339,1620500757.863556,1620500757.9431615,1620500757.9573402,1313,/static/apple-touch/wikipedia.png,en.m.wikipedia.org
1620500757.7453609,1620500757.9031749,1620500757.9480717,1620500757.9610717,2734,/images/G/01/anywhere/a_smile_196x196._CB368246573_.png,images-na.ssl-images-amazon.com
1620500757.7451384,1620500757.9103398,1620500757.957635,1620500758.016657,34719,/static/images/ico/favicon-192.png/b407fa101800.png,www.instagram.com
1620500757.7569435,1620500757.9207745,1620500757.9627068,1620500758.16388,98079,/yts/mobile/img/apple-touch-icon-144x144-precomposed-vflopw1IA.png,m.youtube.com
1620500757.8549795,1620500757.9727511,1620500758.0811064,1620500758.2060745,23,/async/ddljson?async=ntp:1,www.google.com
1620500758.2235909,1620500758.3349392,1620500758.3993134,1620500758.4155552,2734,/images/G/29/anywhere/a_smile_196x196._CB368246716_.png,images-eu.ssl-images-amazon.com
1620500758.1877968,1620500758.3053863,1620500758.4028285,1620500758.4251497,7026,/images/layout/favicon/android-icon-192x192.png,www.3bmeteo.com
1620500758.3744087,1620500758.3782082,1620500758.4209611,1620500758.4390786,0,/v=7.8.3-34.20171222.171019/apps/themes/default/favicon.ico,mail.libero.it
1620500757.8402069,1620500757.9638333,1620500758.3875191,1620500758.4405792,0,/httpservice/retry/TrellisClankService/FeedQuery?reqpld=CAHCPlEKNwgBEgwIBhAAIAEoATAEOBcYAyIPCFkQABilIiBpKAEwBDgXKgVlbi1HQjILDQAAQEAQuAgY8A0SAggBIAEgEyAFIAkgCiARIBQgGyAcICs%3D&fmt=bin&hl=en-GB&key=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,www.google.com
1620500758.217348,1620500758.3291001,1620500758.4500835,1620500758.4697745,1313,/static/apple-touch/wikipedia.png,it.m.wikipedia.org
1620500758.2842338,1620500758.3927314,1620500758.4963872,1620500758.5253623,33772,/img/icon-256.png,www.ilmeteo.it
1620500758.751863,1620500758.755727,1620500758.7887993,1620500758.7928128,3710,/appsuite/,mail1.libero.it
1620500758.8495598,1620500758.8555377,1620500759.0310483,1620500759.0372357,72,/v1:GeneratePageBundle?key=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,offlinepages-pa.googleapis.com
1620500762.2639961,1620500762.2672725,1620500762.270893,1620500762.2726223,0,/subjects/lvl1/canjs_require,192.168.1.57
1620500762.3403883,1620500762.3480158,1620500762.35504,1620500762.3587642,3409,/subjects/lvl1/canjs_require/,192.168.1.57
1620500762.6470695,1620500762.6522183,1620500762.6764255,1620500762.7000256,1818,/subjects/lvl1/canjs_require/node_modules/todomvc-common/base.css,192.168.1.57
1620500762.5186026,1620500762.6219847,1620500762.679967,1620500762.7043054,6775,/pictures/aw/pics/mobile/images/apple-touch-icon.png,ir.ebaystatic.com
1620500762.546365,1620500762.6492457,1620500762.7356532,1620500762.759041,5992,/dh/ap/default/130909/y_200_a.png,s.yimg.com
1620500762.673382,1620500762.710278,1620500762.7289095,1620500762.7763965,6936,/subjects/lvl1/canjs_require/node_modules/todomvc-app-css/index.css,192.168.1.57
1620500762.6451318,1620500762.7285793,1620500762.7618523,1620500762.7766955,5192,/node_modules/perfume.js/dist/perfume.umd.min.js,192.168.1.57
1620500762.6740444,1620500762.7245343,1620500762.761815,1620500762.77946,3252,/subjects/lvl1/canjs_require/node_modules/todomvc-common/base.js,192.168.1.57
1620500762.7061772,1620500762.7749002,1620500762.8062806,1620500762.80875,70554,/subjects/lvl1/canjs_require/node_modules/requirejs/require.js,192.168.1.57
1620500762.6465218,1620500762.7858114,1620500762.836701,1620500762.8564136,1386,/v4/threatListUpdates:fetch?$ct=application%2Fx-protobuf&$req=ChQKB0dtc0NvcmUSCTIxMDkxNTAxOBoxCAMQAxodChAIAxADGAEiAzAwMSiACDABEP5SGgIYA_2mMH4iCgiACBCACCABIAIoARo1CAQQAxofChEIBBADGAEiAzAwMSiAgAQwARDlqgUaAhgDKONRtCIMCICABBCAgAQgASACKAEaNQgFEAMaHwoRCAUQAxgBIgMwMDEogIACMAEQyIcLGgIYA1ZpObkiDAiAgAIQgIACIAEgAigBGjUIDRADGh8KEQgNEAMYASIDMDAxKICAATABENCMARoCGANbHU-IIgwIgIABEICAASABIAIoARoxCA8QAxodChAIDxAGGAEiAzAwMSiACDABEJ5lGgIYA-dCwWoiCgiACBCACCABIAIoAQ&key=AIzaSyBOOWlOhte3AhpCUZaoGoHa1yjYRI1dIww,safebrowsing.googleapis.com
1620500762.8661447,1620500762.8694904,1620500762.873198,1620500762.8756957,0,/subjects/lvl1/canjs_require/learn.json,192.168.1.57
1620500763.0635757,1620500763.0685174,1620500763.085784,1620500763.088355,553,/subjects/lvl1/canjs_require/js/app.js,192.168.1.57
1620500763.0795462,1620500763.083719,1620500763.0881863,1620500763.093632,0,/favicon.ico,192.168.1.57
1620500763.1421201,1620500763.146401,1620500763.1515436,1620500763.16323,20752,/subjects/lvl1/canjs_require/node_modules/canjs/amd/can/view.js,192.168.1.57
1620500763.1338224,1620500763.1391878,1620500763.1441145,1620500763.1861148,247387,/subjects/lvl1/canjs_require/node_modules/jquery/dist/jquery.js,192.168.1.57
1620500763.1546242,1620500763.16627,1620500763.1943667,1620500763.1975892,2372,/subjects/lvl1/canjs_require/js/components/todo-app.js,192.168.1.57
1620500763.1534774,1620500763.1858363,1620500763.1959138,1620500763.2031097,22642,/subjects/lvl1/canjs_require/node_modules/canjs/amd/can/route.js,192.168.1.57
1620500763.3108354,1620500763.3138578,1620500763.319447,1620500763.3217428,252,/subjects/lvl1/canjs_require/node_modules/canjs/amd/can/util/library.js,192.168.1.57
1620500763.331213,1620500763.3341556,1620500763.3371506,1620500763.3398192,9659,/subjects/lvl1/canjs_require/node_modules/canjs/amd/can/component.js,192.168.1.57
1620500763.351573,1620500763.365497,1620500763.3728952,1620500763.3795357,34461,/subjects/lvl1/canjs_require/node_modules/canjs/amd/can/map.js,192.168.1.57
1620500763.3576198,1620500763.3730822,1620500763.3773608,1620500763.3840523,934,/subjects/lvl1/canjs_require/js/models/todo.js,192.168.1.57
