Request_timestamp_start,Request_timestamp_end,Response_timestamp_start,Response_timestamp_end,Bytes_received,Request_Path,Host
1620378340.1880288,1620378340.1967976,1620378340.495297,1620378340.5012717,1587,/pagead/drt/m,googleads.g.doubleclick.net
1620378340.8821776,1620378340.8867457,1620378341.1181464,1620378341.126511,1587,/auth,android.googleapis.com
1620378341.4305644,1620378341.4387646,1620378341.637906,1620378341.645289,0,/pagead/drt/m,googleads.g.doubleclick.net
1620378342.1439705,1620378342.1498747,1620378342.2436433,1620378342.2501373,0,/auth/devicekey,android.googleapis.com
1620378344.9668355,1620378344.9698987,1620378345.0661328,1620378345.0689287,0,/generate_204,connectivitycheck.gstatic.com
1620378346.73152,1620378346.7368672,1620378346.9070506,1620378347.0107348,0,/userlocation.UserLocationReportingService/GetApiSettings,userlocation.googleapis.com
1620378347.2385952,1620378347.2472684,1620378347.3257382,1620378347.4293342,0,/google.internal.people.v2.InternalPeopleService/ListContactGroups,people-pa.googleapis.com
1620378347.4059002,1620378347.4101152,1620378347.5190759,1620378347.526333,0,/auth,android.googleapis.com
1620378347.774421,1620378347.7842176,1620378347.882224,1620378347.8907206,0,/auth,android.googleapis.com
1620378347.7724798,1620378347.787282,1620378348.1138158,1620378348.2171385,0,/userlocation.UserLocationReportingService/GetApiSettings,userlocation.googleapis.com
1620378348.1342328,1620378348.1379383,1620378348.2654147,1620378348.3681815,0,/google.internal.people.v2.InternalPeopleService/ListContactGroups,people-pa.googleapis.com
1620378348.6761143,1620378348.679601,1620378348.7951376,1620378348.9032626,0,/google.internal.people.v2.InternalPeopleService/SyncPeople,people-pa.googleapis.com
1620378357.7375338,1620378357.7441244,1620378357.7929807,1620378357.8400257,0,/chrome-variations/seed?osname=android&milestone=89&channel=stable,clientservices.googleapis.com
1620378358.707659,1620378358.7144578,1620378358.9469035,1620378358.9612944,0,/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,accounts.google.com
1620378359.0818512,1620378359.121232,1620378359.3543024,1620378359.3715591,2790,/wireless/mw5/r1/images/bookmark-icons/espn_icon-152x152.min.png,a.espncdn.com
1620378359.3605368,1620378359.4662936,1620378359.6723597,1620378359.7013457,506,/chrome/ntp/suggested_sites_IT_5.json,www.gstatic.com
1620378359.6637254,1620378359.7911272,1620378359.8378558,1620378359.8593953,6787,/rsrc.php/v3/ya/r/O2aKM2iSbOw.png,static.xx.fbcdn.net
1620378359.6506438,1620378359.7732632,1620378359.8185277,1620378359.8719969,34719,/static/images/ico/favicon-192.png/b407fa101800.png,www.instagram.com
1620378359.6992927,1620378359.845865,1620378359.9129682,1620378359.965984,2734,/images/G/01/anywhere/a_smile_196x196._CB368246573_.png,images-na.ssl-images-amazon.com
1620378359.7792962,1620378359.8854074,1620378359.9540586,1620378359.9776237,6775,/pictures/aw/pics/mobile/images/apple-touch-icon.png,ir.ebaystatic.com
1620378359.694094,1620378359.8689787,1620378359.974412,1620378359.994137,1313,/static/apple-touch/wikipedia.png,en.m.wikipedia.org
1620378359.7296278,1620378359.8728635,1620378359.9861166,1620378360.0225213,23,/async/ddljson?async=ntp:1,www.google.com
1620378359.696835,1620378359.8501844,1620378359.9417958,1620378360.083207,5992,/dh/ap/default/130909/y_200_a.png,s.yimg.com
1620378359.7006185,1620378359.8673859,1620378359.9248517,1620378360.157464,98079,/yts/mobile/img/apple-touch-icon-144x144-precomposed-vflopw1IA.png,m.youtube.com
1620378360.1342304,1620378360.138735,1620378360.1721363,1620378360.193938,0,/v=7.8.3-34.20171222.171019/apps/themes/default/favicon.ico,mail.libero.it
1620378359.6621003,1620378359.7941308,1620378360.2116241,1620378360.259805,0,/httpservice/retry/TrellisClankService/FeedQuery?reqpld=CAHCPlEKNwgBEgwIBhAAIAEoATAEOBcYAyIPCFkQABilIiBpKAEwBDgXKgVlbi1HQjILDQAAQEAQuAgY8A0SAggBIAEgEyAFIAkgCiARIBQgGyAcICs%3D&fmt=bin&hl=en-GB&key=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,www.google.com
1620378360.1617393,1620378360.2727313,1620378360.323349,1620378360.352148,33772,/img/icon-256.png,www.ilmeteo.it
1620378360.2826955,1620378360.397209,1620378360.427594,1620378360.452825,2734,/images/G/29/anywhere/a_smile_196x196._CB368246716_.png,images-eu.ssl-images-amazon.com
1620378360.3005657,1620378360.409193,1620378360.4640665,1620378360.4699328,7026,/images/layout/favicon/android-icon-192x192.png,www.3bmeteo.com
1620378360.3137798,1620378360.4225855,1620378360.4805927,1620378360.501202,1313,/static/apple-touch/wikipedia.png,it.m.wikipedia.org
1620378360.5463498,1620378360.5489993,1620378360.5777147,1620378360.6154273,3710,/appsuite/,mail1.libero.it
1620378360.6040902,1620378360.6152155,1620378360.7642403,1620378360.8677266,72,/v1:GeneratePageBundle?key=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,offlinepages-pa.googleapis.com
1620378362.495127,1620378362.500727,1620378363.6716313,1620378363.6814532,72,/c2dm/register3,android.clients.google.com
1620378363.9156122,1620378363.9187255,1620378363.9226453,1620378363.9253852,52879,/lacunaWebPages/www.office.com/www.office.com/2/,192.168.1.57
1620378365.7929027,1620378365.8038452,1620378365.8382704,1620378365.8540308,236,/lacunaWebPages/www.office.com/www.office.com/2/lacuna_cache/exported_abpcrr.js,192.168.1.57
1620378365.7857869,1620378365.82141,1620378365.8424227,1620378365.8515356,5192,/node_modules/perfume.js/dist/perfume.umd.min.js,192.168.1.57
1620378365.9491265,1620378366.0571535,1620378366.1266682,1620378366.1351209,7085,/bundles/unauth-uhf-fallback-header-footer-af866d853a.css,blobs.officehome.msocdn.com
1620378365.9668734,1620378366.0765991,1620378366.1428447,1620378366.1725278,11100,/versionless/webfonts/segoeui_regular.woff2,blobs.officehome.msocdn.com
1620378365.9747624,1620378366.0822964,1620378366.149294,1620378366.1827936,10544,/versionless/webfonts/segoeui_light.woff2,blobs.officehome.msocdn.com
