Request_timestamp_start,Request_timestamp_end,Response_timestamp_start,Response_timestamp_end,Bytes_received,Request_Path,Host
1620146921.201071,1620146921.2063699,1620146921.2528937,1620146921.3017182,0,/chrome-variations/seed?osname=android&milestone=89&channel=stable,clientservices.googleapis.com
1620146921.9681416,1620146921.977456,1620146922.0558345,1620146922.0708163,0,/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,accounts.google.com
1620146923.0047522,1620146923.0490887,1620146923.1397855,1620146923.1516795,2790,/wireless/mw5/r1/images/bookmark-icons/espn_icon-152x152.min.png,a.espncdn.com
1620146923.0248733,1620146923.1362484,1620146923.1765563,1620146923.1816647,506,/chrome/ntp/suggested_sites_IT_5.json,www.gstatic.com
1620146923.2137918,1620146923.3217309,1620146923.4313316,1620146923.55286,6787,/rsrc.php/v3/ya/r/O2aKM2iSbOw.png,static.xx.fbcdn.net
1620146923.3214006,1620146923.4712956,1620146923.53072,1620146923.5472596,1313,/static/apple-touch/wikipedia.png,en.m.wikipedia.org
1620146923.3705482,1620146923.5013504,1620146923.571343,1620146923.593358,2734,/images/G/01/anywhere/a_smile_196x196._CB368246573_.png,images-na.ssl-images-amazon.com
1620146923.405108,1620146923.522466,1620146923.585033,1620146923.6082287,5992,/dh/ap/default/130909/y_200_a.png,s.yimg.com
1620146923.4285648,1620146923.5560226,1620146923.6190064,1620146923.7391984,6775,/pictures/aw/pics/mobile/images/apple-touch-icon.png,ir.ebaystatic.com
1620146923.3620453,1620146923.4905722,1620146923.555207,1620146923.7668478,98079,/yts/mobile/img/apple-touch-icon-144x144-precomposed-vflopw1IA.png,m.youtube.com
1620146923.774096,1620146923.8787553,1620146923.9220576,1620146923.9433773,2734,/images/G/29/anywhere/a_smile_196x196._CB368246716_.png,images-eu.ssl-images-amazon.com
1620146923.749615,1620146923.8542054,1620146923.9428709,1620146923.9569721,23,/async/ddljson?async=ntp:1,www.google.com
1620146923.9025407,1620146923.9133925,1620146923.9453366,1620146924.0041566,0,/v=7.8.3-34.20171222.171019/apps/themes/default/favicon.ico,mail.libero.it
1620146923.6877425,1620146923.7936456,1620146924.102164,1620146924.1455061,0,/httpservice/retry/TrellisClankService/FeedQuery?reqpld=CAHCPlEKNwgBEgwIBhAAIAEoATAEOBcYAyIPCFkQABilIiBpKAEwBDgXKgVlbi1HQjILDQAAQEAQuAgY8A0SAggBIAEgEyAFIAkgCiARIBQgGyAcICs%3D&fmt=bin&hl=en-GB&key=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,www.google.com
1620146923.96241,1620146924.0889692,1620146924.1500328,1620146924.1965215,33772,/img/icon-256.png,www.ilmeteo.it
